stock_code,description,classification_text,description_id,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category,gross_sales,cancellation_value,estimated_net_revenue,units_sold,sales_invoices,known_customers,abc_class
21059,PARTY INVITES DINOSAURS,PARTY INVITES DINOSAURS,2782,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1348.56,20.4,1328.16,1596,221,158,B
21822,GLITTER CHRISTMAS TREE WITH BELLS,GLITTER CHRISTMAS TREE WITH BELLS,1731,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1343.7,16.39,1327.31,1010,142,73,B
22269,EGG CUP NATURAL CHICKEN,EGG CUP NATURAL CHICKEN,1281,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1357.7,31.25,1326.45,1521,204,107,B
22684,FRENCH BLUE METAL DOOR SIGN 9,FRENCH BLUE METAL DOOR SIGN 9,1574,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1342.44,16.25,1326.19,1012,162,81,B
47593B,SCOTTIE DOGS BABY BIB,SCOTTIE DOGS BABY BIB,3512,Toys & Children,High,LLM only,Toys & Children,High,,,1325.97,0.0,1325.97,2347,357,89,B
85032A,ROMANTIC IMAGES GIFT WRAP SET,ROMANTIC IMAGES GIFT WRAP SET,3390,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1323.51,0.0,1323.51,1441,161,103,B
21775,DECORATIVE FLORE BATHROOM BOTTLE,DECORATIVE FLORE BATHROOM BOTTLE,1119,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,1326.29,5.0,1321.29,874,277,63,B
85032D,YULETIDE IMAGES GIFT WRAP SET,YULETIDE IMAGES GIFT WRAP SET,4658,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1327.68,7.800000000000001,1319.88,1148,133,89,B
22051,BLUE SCANDINAVIAN PAISLEY WRAP,BLUE SCANDINAVIAN PAISLEY WRAP,588,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1317.5,0.0,1317.5,3175,116,95,B
21580,RABBIT DESIGN COTTON TOTE BAG,RABBIT DESIGN COTTON TOTE BAG,3173,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,1329.63,13.5,1316.13,542,172,76,B
22918,HERB MARKER PARSLEY,HERB MARKER PARSLEY,1963,Food & Beverage,High,LLM only,Food & Beverage,High,,,1322.86,7.800000000000001,1315.0600000000002,1925,249,135,B
23221,REINDEER HEART DECORATION SILVER,REINDEER HEART DECORATION SILVER,3318,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1363.04,48.14,1314.9,1536,145,85,B
20760,GARDEN PATH POCKET BOOK,GARDEN PATH POCKET BOOK,1642,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1313.66,0.0,1313.66,5550,81,47,B
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,VINTAGE CHRISTMAS PAPER GIFT BAG,4311,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1313.39,0.0,1313.39,1608,100,86,B
22977,DOLLY GIRL CHILDRENS EGG CUP,DOLLY GIRL CHILDRENS EGG CUP,1173,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1313.86,1.25,1312.61,999,140,101,B
35598D,PINK/WHITE CHRISTMAS TREE 60CM,PINK/WHITE CHRISTMAS TREE 60CM,3057,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1312.2,0.65,1311.55,1727,103,43,B
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,RED CHARLIE+LOLA PERSONAL DOORSIGN,3204,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1316.48,5.9,1310.58,2340,165,123,B
22481,BLACK TEA TOWEL CLASSIC DESIGN,BLACK TEA TOWEL CLASSIC DESIGN,453,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1309.81,0.0,1309.81,1272,219,132,B
21842,PINK HEART CANDY BUTTON CALCULATOR,PINK HEART CANDY BUTTON CALCULATOR,2940,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1308.74,0.0,1308.74,551,47,32,B
21738,COSY SLIPPER SHOES SMALL RED,COSY SLIPPER SHOES SMALL RED,1005,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1322.63,14.75,1307.88,422,131,89,B
23405,HOME SWEET HOME 2 DRAWER CABINET,HOME SWEET HOME 2 DRAWER CABINET,1978,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1311.48,4.95,1306.53,252,70,54,B
21945,STRAWBERRIES DESIGN FLANNEL,STRAWBERRIES DESIGN FLANNEL,4068,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1307.1,0.85,1306.25,1862,240,61,B
16235,RECYCLED PENCIL WITH RABBIT ERASER,RECYCLED PENCIL WITH RABBIT ERASER,3196,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1333.95,27.93,1306.02,5827,310,124,B
21530,DAIRY MAID TOASTRACK,DAIRY MAID TOASTRACK,1088,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1361.5600000000002,57.040000000000006,1304.5200000000002,959,162,99,B
22339,CHRISTMAS TREE PAINTED ZINC,CHRISTMAS TREE PAINTED ZINC,924,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1385.46,81.28,1304.18,3521,145,86,B
85200,BUNNY EGG BOX,BUNNY EGG BOX,690,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1319.09,15.0,1304.09,1045,105,81,B
46776A,WOVEN BUBBLE GUM CUSHION COVER,WOVEN BUBBLE GUM CUSHION COVER,4587,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1303.88,0.0,1303.88,411,122,19,B
85098B,BLUE FLYING SINGING CANARY,BLUE FLYING SINGING CANARY,518,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1456.94,154.15,1302.79,366,114,61,B
85135C,RED DRAGONFLY HELICOPTER,RED DRAGONFLY HELICOPTER,3209,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1317.92,15.9,1302.02,162,111,57,B
20738,GREEN MINI TAPE MEASURE,GREEN MINI TAPE MEASURE,1807,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1301.72,0.0,1301.72,1610,74,46,B
15034,PAPER POCKET TRAVELING FAN,PAPER POCKET TRAVELING FAN,2762,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1416.2600000000002,116.06000000000002,1300.2000000000005,10153,255,123,B
22893,MINI CAKE STAND T-LIGHT HOLDER,MINI CAKE STAND T-LIGHT HOLDER,2412,Kitchen & Dining,High,Keyword rule override,Lighting & Candles,High,Kitchen & Dining,,1306.09,8.82,1297.27,2721,182,70,B
21285,RETROSPOT CANDLE MEDIUM,RETROSPOT CANDLE MEDIUM,3343,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1362.62,66.0,1296.62,1007,99,56,B
21926,RED/CREAM STRIPE CUSHION COVER,RED/CREAM STRIPE CUSHION COVER,3301,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1325.27,32.5,1292.77,1009,147,90,B
21219,SET/4 BADGES BALLOON GIRL,SET/4 BADGES BALLOON GIRL,3786,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1303.27,12.5,1290.77,1013,176,77,B
22267,EASTER DECORATION EGG BUNNY,EASTER DECORATION EGG BUNNY,1250,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1291.47,3.75,1287.72,1472,117,91,B
84569D,PACK 6 HEART/ICE-CREAM PATCHES,PACK 6 HEART/ICE-CREAM PATCHES,2656,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1287.54,1.25,1286.29,1023,179,82,B
17091A,LAVENDER INCENSE IN TIN,LAVENDER INCENSE IN TIN,2233,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1285.89,0.0,1285.89,2085,117,78,B
84559A,3D SHEET OF DOG STICKERS,3D SHEET OF DOG STICKERS,66,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1285.87,0.0,1285.87,1378,270,107,B
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,SET/6 PINK BIRD T-LIGHT CANDLES,3827,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1296.36,12.2,1284.16,723,151,48,B
46775E,CANDY POP CHUNKY KNITTED THROW,CANDY POP CHUNKY KNITTED THROW,738,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1282.9,0.0,1282.9,101,51,8,B
85025C,PINK HEART SHAPE PHOTO FRAME,PINK HEART SHAPE PHOTO FRAME,2948,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1285.91,3.3,1282.61,720,125,73,B
22543,MINI JIGSAW BAKE A CAKE,MINI JIGSAW BAKE A CAKE,2416,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1281.49,0.0,1281.49,3247,118,72,B
22214,CANDLE PLATE LACE WHITE,CANDLE PLATE LACE WHITE,732,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1279.79,0.0,1279.79,549,92,43,B
22701,PINK DOG BOWL,PINK DOG BOWL,2895,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1320.5700000000002,43.0,1277.5700000000002,675,158,65,B
21759,METAL WALL SHELF UNIT WITH HOOKS,METAL WALL SHELF UNIT WITH HOOKS,2395,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1274.47,0.0,1274.47,30,13,11,B
21880,RED RETROSPOT TAPE,RED RETROSPOT TAPE,3268,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1289.8300000000002,15.6,1274.2300000000002,2483,329,123,B
82613D,METAL SIGN CUPCAKE SINGLE HOOK,METAL SIGN CUPCAKE SINGLE HOOK,2386,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1281.86,8.4,1273.4599999999998,1186,271,98,B
85231G,ORANGE SCENTED SET/9 T-LIGHTS,ORANGE SCENTED SET/9 T-LIGHTS,2612,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1291.09,18.7,1272.39,1480,259,139,B
84609,TALL ROCOCO CANDLE HOLDER,TALL ROCOCO CANDLE HOLDER,4137,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1289.24,17.0,1272.24,143,38,23,B
72800B,4 PURPLE FLOCK DINNER CANDLES,4 PURPLE FLOCK DINNER CANDLES,80,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1276.78,5.1,1271.68,985,91,52,B
16225,RATTLE SNAKE EGGS,RATTLE SNAKE EGGS,3183,Other / Unclear,High,LLM only,Other / Unclear,High,,,1271.66,0.0,1271.66,1520,165,90,B
21689,SILVER VANILLA FLOWER CANDLE POT,SILVER VANILLA FLOWER CANDLE POT,3905,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1268.12,0.0,1268.12,342,60,49,B
22097,SWALLOW SQUARE TISSUE BOX,SWALLOW SQUARE TISSUE BOX,4103,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1281.75,15.15,1266.6,2064,242,158,B
21248,DOOR HANGER MUM + DADS ROOM,DOOR HANGER MUM + DADS ROOM,1179,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1299.55,33.160000000000004,1266.39,1043,158,106,B
22929,SCHOOL DESK AND CHAIR,SCHOOL DESK AND CHAIR,3510,Other / Unclear,High,LLM only,Other / Unclear,High,,,1459.75,195.0,1264.75,23,17,17,B
20777,CHRYSANTHEMUM NOTEBOOK,CHRYSANTHEMUM NOTEBOOK,928,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1262.7,4.949999999999999,1257.75,3660,169,78,B
72818,CHRISTMAS DECOUPAGE CANDLE,CHRISTMAS DECOUPAGE CANDLE,898,Seasonal & Celebrations,High,Keyword rule override,Lighting & Candles,High,Seasonal & Celebrations,,1283.13,25.92,1257.2099999999998,2394,127,82,B
23462,ROCOCO WALL MIRROR WHITE,ROCOCO WALL MIRROR WHITE,3385,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1607.04,350.1,1256.94,80,46,43,B
77101A,UNION FLAG WINDSOCK,UNION FLAG WINDSOCK,4263,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1255.97,0.0,1255.97,1082,88,55,B
85163B,BLACK BAROQUE WALL CLOCK,BLACK BAROQUE WALL CLOCK,399,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1268.66,12.75,1255.91,115,66,26,B
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,4010,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1291.38,35.7,1255.6799999999998,1538,138,85,B
21063,PARTY INVITES JAZZ HEARTS,PARTY INVITES JAZZ HEARTS,2784,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1256.27,3.4,1252.87,1456,238,143,B
22268,EASTER DECORATION SITTING BUNNY,EASTER DECORATION SITTING BUNNY,1253,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1271.29,19.31,1251.98,2554,236,117,B
22999,TRAVEL CARD WALLET VINTAGE LEAF,TRAVEL CARD WALLET VINTAGE LEAF,4216,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1252.59,1.26,1251.33,2894,222,108,B
35648,VINTAGE BEAD PINK PURSE,VINTAGE BEAD PINK PURSE,4295,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1270.93,20.75,1250.18,1041,143,48,B
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,CERAMIC BIRDHOUSE RED ROOF SMALL,798,Garden & Outdoor,High,Keyword rule override,Kitchen & Dining,High,Garden & Outdoor,,1270.39,20.65,1249.74,547,51,36,B
22280,POCKET BAG PINK PAISELY BROWN SPOT,POCKET BAG PINK PAISELY BROWN SPOT,3080,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1248.74,0.0,1248.74,877,158,79,B
22232,JIGSAW TOADSTOOLS 3 PIECE,JIGSAW TOADSTOOLS 3 PIECE,2090,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1318.99,71.22,1247.77,1109,158,96,B
22919,HERB MARKER MINT,HERB MARKER MINT,1962,Food & Beverage,High,LLM only,Food & Beverage,High,,,1255.44,7.800000000000001,1247.64,1800,248,136,B
20765,CHRYSANTHEMUM SKETCHBOOK,CHRYSANTHEMUM SKETCHBOOK,930,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1265.06,18.75,1246.31,442,146,96,B
21088,SET/6 FRUIT SALAD PAPER CUPS,SET/6 FRUIT SALAD PAPER CUPS,3818,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1816.73,572.52,1244.21,16615,136,95,B
84989A,75 GREEN FAIRY CAKE CASES,75 GREEN FAIRY CAKE CASES,118,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1243.99,2.07,1241.92,2194,193,95,B
20866,BLUE ROSE FABRIC MIRROR,BLUE ROSE FABRIC MIRROR,583,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1368.91,127.2,1241.71,1280,191,76,B
23511,EMBROIDERED RIBBON REEL EMILY,EMBROIDERED RIBBON REEL EMILY,1303,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1252.01,10.4,1241.61,571,98,83,B
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,CERAMIC BOWL WITH LOVE HEART DESIGN,799,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1248.15,7.930000000000001,1240.22,761,126,68,B
21145,ANTIQUE GLASS PLACE SETTING,ANTIQUE GLASS PLACE SETTING,205,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1256.21,16.25,1239.96,869,49,34,B
40003,WHITE BAMBOO RIBS LAMPSHADE,WHITE BAMBOO RIBS LAMPSHADE,4439,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1257.02,17.099999999999998,1239.92,1150,60,34,B
23067,HANGING ENGRAVED METAL HEART,HANGING ENGRAVED METAL HEART,1880,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1236.66,0.0,1236.66,294,78,63,B
20733,GOLD MINI TAPE MEASURE,GOLD MINI TAPE MEASURE,1753,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1452.2,216.0,1236.2,1927,294,67,B
79163,BLACK CHAMPAGNE GLASS,BLACK CHAMPAGNE GLASS,403,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1240.83,5.16,1235.6699999999998,1833,64,44,B
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,SMALLFOLKART BAUBLE CHRISTMAS DEC,4002,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1254.9,19.92,1234.9799999999998,3565,148,51,B
20707,CRAZY DAISY HEART DECORATION,CRAZY DAISY HEART DECORATION,1017,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1243.68,8.75,1234.93,1613,199,48,B
79066K,RETRO MOD TRAY,RETRO MOD TRAY,3328,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1242.96,10.2,1232.76,1403,256,103,B
20825,GOLD WINE GLASS,GOLD WINE GLASS,1761,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1255.08,22.5,1232.58,361,7,5,B
23539,WALL ART LOVES' SECRET,WALL ART LOVES' SECRET,4407,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1227.95,0.0,1227.95,247,41,32,B
21190,PINK HEARTS PAPER GARLAND,PINK HEARTS PAPER GARLAND,2950,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1337.59,111.65,1225.9399999999998,806,111,71,B
21253,SET OF PICTURE FRAME STICKERS,SET OF PICTURE FRAME STICKERS,3747,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1225.17,0.0,1225.17,332,122,41,B
85141,JARDIN ETCHED GLASS FRUITBOWL,JARDIN ETCHED GLASS FRUITBOWL,2073,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1286.44,62.05,1224.39,182,71,57,B
22258,FELT FARM ANIMAL RABBIT,FELT FARM ANIMAL RABBIT,1423,Toys & Children,High,LLM only,Toys & Children,High,,,1291.05,68.75,1222.3,1342,131,69,B
84660C,PINK STITCHED WALL CLOCK,PINK STITCHED WALL CLOCK,3029,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1221.96,0.0,1221.96,756,113,29,B
21277,FRENCH STYLE EMBOSSED HEART CABINET,FRENCH STYLE EMBOSSED HEART CABINET,1595,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1309.39,87.8,1221.59,54,48,36,B
22290,STANDING METAL RABBIT WITH EGG,STANDING METAL RABBIT WITH EGG,4052,Toys & Children,High,LLM only,Toys & Children,High,,,1223.02,2.1,1220.92,670,78,60,B
22921,HERB MARKER CHIVES,HERB MARKER CHIVES,1961,Food & Beverage,High,LLM only,Food & Beverage,High,,,1226.72,7.800000000000001,1218.92,1771,220,121,B
23598,PAPER BUNTING VINTAGE PARTY,PAPER BUNTING VINTAGE PARTY,2746,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,1215.53,0.0,1215.53,427,47,40,B
21438,TUB 24 HANGING EASTER EGGS SPOTTY,TUB 24 HANGING EASTER EGGS SPOTTY,4238,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1229.8200000000002,15.0,1214.8200000000002,373,36,33,B
23138,SINGLE WIRE HOOK IVORY HEART,SINGLE WIRE HOOK IVORY HEART,3918,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1231.51,17.4,1214.11,879,82,60,B
22216,T-LIGHT HOLDER WHITE LACE,T-LIGHT HOLDER WHITE LACE,4134,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1215.83,2.55,1213.28,1396,116,48,B
85135B,BLUE DRAGONFLY HELICOPTER,BLUE DRAGONFLY HELICOPTER,504,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1226.51,15.9,1210.61,151,115,67,B
84665,SQUARE CHERRY BLOSSOM CABINET,SQUARE CHERRY BLOSSOM CABINET,4043,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1364.7,154.70000000000002,1210.0,226,47,25,B
22265,EASTER DECORATION NATURAL CHICK,EASTER DECORATION NATURAL CHICK,1252,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1207.8,0.0,1207.8,1843,168,107,B
85162A,SILVER RETRODISC LAMPSHADE,SILVER RETRODISC LAMPSHADE,3895,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1234.27,30.31,1203.96,607,20,14,B
23142,IVORY WIRE KITCHEN ORGANISER,IVORY WIRE KITCHEN ORGANISER,2056,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1220.8200000000002,19.55,1201.2700000000002,121,40,34,B
84658,WHITE STITCHED CUSHION COVER,WHITE STITCHED CUSHION COVER,4504,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1199.66,0.0,1199.66,214,64,50,B
21883,STARS GIFT TAPE,STARS GIFT TAPE,4062,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1199.48,0.19,1199.29,2348,226,132,B
21396,RED SPOTTY EGG CUP,RED SPOTTY EGG CUP,3283,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1205.25,6.25,1199.0,948,77,45,B
21130,COLOURFUL STANDING GNOME,COLOURFUL STANDING GNOME,985,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1200.93,3.45,1197.48,721,49,29,B
21279,VINTAGE KITCHEN PRINT FRUITS,VINTAGE KITCHEN PRINT FRUITS,4340,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1621.83,425.85,1195.98,3527,101,51,B
20731,POSY CANDY BAG,POSY CANDY BAG,3119,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1252.92,58.3,1194.62,4142,73,40,B
85129D,BEADED CRYSTAL HEART PINK SMALL,BEADED CRYSTAL HEART PINK SMALL,354,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1193.56,1.25,1192.31,793,168,59,B
72232,FENG SHUI PILLAR CANDLE,FENG SHUI PILLAR CANDLE,1448,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,1190.9199999999998,0.0,1190.9199999999998,6268,118,72,B
22808,SET OF 6 T-LIGHTS EASTER CHICKS,SET OF 6 T-LIGHTS EASTER CHICKS,3728,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1243.88,53.1,1190.7800000000002,420,83,58,B
47503E,ASS FLORAL PRINT SCISSORS,ASS FLORAL PRINT SCISSORS,236,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,1186.9,0.0,1186.9,6842,25,21,B
20771,CHRYSANTHEMUM JOURNAL,CHRYSANTHEMUM JOURNAL,927,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1201.68,15.3,1186.38,606,140,91,B
22256,FELT FARM ANIMAL CHICKEN,FELT FARM ANIMAL CHICKEN,1421,Toys & Children,High,LLM only,Toys & Children,High,,,1200.07,15.0,1185.07,933,119,78,B
23444,NEXT DAY CARRIAGE,NEXT DAY CARRIAGE,2556,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,1200.0,15.0,1185.0,79,79,63,B
84815,SET OF 3 DANISH ROSE PLANTERS,SET OF 3 DANISH ROSE PLANTERS,3649,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,1183.8200000000002,0.0,1183.8200000000002,926,53,34,B
21425,SKULLS STORAGE BOX LARGE,SKULLS STORAGE BOX LARGE,3934,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,1274.93,91.45000000000002,1183.48,505,95,41,B
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,FRIDGE MAGNETS LES ENFANTS ASSORTED,1607,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1314.89,134.0,1180.89,1583,90,70,B
22403,MAGNETS PACK OF 4 VINTAGE LABELS,MAGNETS PACK OF 4 VINTAGE LABELS,2354,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1195.89,15.0,1180.89,1715,212,137,B
21806,WHITE CHRISTMAS HEART DECORATION,WHITE CHRISTMAS HEART DECORATION,4454,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,1179.4299999999998,0.0,1179.4299999999998,2707,128,95,B
85130A,BEADED PEARL HEART WHITE LARGE,BEADED PEARL HEART WHITE LARGE,356,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,1176.29,0.0,1176.29,685,86,59,B
72819,CUPID DESIGN SCENTED CANDLES,CUPID DESIGN SCENTED CANDLES,1068,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,1174.01,0.0,1174.01,694,92,59,B
22903,CALENDAR FAMILY FAVOURITES,CALENDAR FAMILY FAVOURITES,719,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,2053.96,880.0,1173.96,745,82,39,B
84687,BEACH HUT SHELF W 3 DRAWERS,BEACH HUT SHELF W 3 DRAWERS,344,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1208.06,37.65,1170.41,314,73,43,B
84823,DANISH ROSE FOLDING CHAIR,DANISH ROSE FOLDING CHAIR,1103,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1210.0,39.95,1170.05,120,29,29,B
23026,DRAWER KNOB VINTAGE GLASS STAR,DRAWER KNOB VINTAGE GLASS STAR,1234,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,1198.96,29.12,1169.84,556,62,43,B
20798,CLEAR MILKSHAKE GLASS,CLEAR MILKSHAKE GLASS,967,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1308.15,140.25,1167.9,551,83,35,B
23418,LAVENDER TOILETTE BOTTLE,LAVENDER TOILETTE BOTTLE,2237,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,1166.0,0.0,1166.0,557,79,55,B
84596E,SMALL LICORICE DES PINK BOWL,SMALL LICORICE DES PINK BOWL,3967,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,1205.61,40.0,1165.61,1154,218,90,B
23515,EMBROIDERED RIBBON REEL DAISY,EMBROIDERED RIBBON REEL DAISY,1302,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,1164.98,0.0,1164.98,579,71,58,B
