invoice_no,cancellation_date,customer_id,country,cancelled_lines,cancelled_products,cancelled_units,cancellation_value
C491028,2009-12-08 19:06:00,13872,United Kingdom,1,1,1,16.95
C532396,2010-11-11 19:20:00,14794,United Kingdom,1,1,1,16.95
C507043,2010-05-05 16:52:00,17406,United Kingdom,2,2,3,16.95
C562992,2011-08-11 11:48:00,12885,United Kingdom,1,1,1,16.95
C579502,2011-11-29 16:19:00,16759,United Kingdom,1,1,1,16.95
C553998,2011-05-20 11:50:00,16618,United Kingdom,1,1,1,16.95
C554521,2011-05-24 17:11:00,14407,United Kingdom,1,1,1,16.95
C499501,2010-02-28 14:45:00,13044,United Kingdom,1,1,1,16.95
C528907,2010-10-25 13:29:00,14534,United Kingdom,1,1,1,16.95
C528867,2010-10-25 11:29:00,14618,United Kingdom,1,1,1,16.95
C527357,2010-10-17 10:37:00,14044,United Kingdom,1,1,1,16.95
C543663,2011-02-11 10:50:00,18118,United Kingdom,1,1,1,16.95
C578673,2011-11-24 18:05:00,16016,United Kingdom,1,1,1,16.95
C514562,2010-07-05 11:47:00,16961,United Kingdom,1,1,1,16.95
C531238,2010-11-07 10:26:00,14534,United Kingdom,1,1,1,16.95
C557666,2011-06-21 18:03:00,12947,United Kingdom,1,1,1,16.95
C533564,2010-11-18 10:12:00,14441,United Kingdom,1,1,1,16.95
C508091,2010-05-12 17:08:00,13980,United Kingdom,1,1,1,16.95
C504360,2010-04-13 10:32:00,14370,United Kingdom,1,1,1,16.95
C543052,2011-02-03 10:20:00,14180,United Kingdom,1,1,1,16.95
C573306,2011-10-28 16:15:00,17837,United Kingdom,2,2,2,16.9
C535013,2010-11-24 15:55:00,15164,United Kingdom,2,2,2,16.9
C554530,2011-05-24 17:28:00,15596,United Kingdom,2,2,2,16.9
C553561,2011-05-17 17:24:00,15596,United Kingdom,2,2,2,16.9
C504175,2010-04-12 08:16:00,13852,United Kingdom,2,2,6,16.9
C534736,2010-11-23 19:08:00,14649,United Kingdom,2,2,2,16.9
C560317,2011-07-18 10:54:00,15527,United Kingdom,2,2,3,16.85
C554856,2011-05-27 09:55:00,17166,United Kingdom,2,2,3,16.85
C577693,2011-11-21 11:48:00,12628,Germany,2,2,3,16.85
C498985,2010-02-24 11:41:00,14527,United Kingdom,3,3,3,16.85
C571902,2011-10-19 14:39:00,14488,United Kingdom,3,3,6,16.85
C503231,2010-03-30 16:57:00,13881,United Kingdom,2,2,3,16.85
C563207,2011-08-14 12:10:00,17613,United Kingdom,5,5,5,16.83
C493855,2010-01-07 16:00:00,16656,United Kingdom,1,1,8,16.8
C542261,2011-01-26 17:13:00,17306,United Kingdom,2,2,8,16.8
C512129,2010-06-14 10:20:00,14902,United Kingdom,2,2,4,16.8
C526466,2010-10-11 16:25:00,17095,United Kingdom,1,1,8,16.8
C558361,2011-06-28 15:13:00,15128,United Kingdom,5,5,8,16.8
C567536,2011-09-21 09:52:00,14284,United Kingdom,2,2,4,16.8
C558313,2011-06-28 11:31:00,13870,United Kingdom,2,2,4,16.8
C495174,2010-01-21 12:59:00,13901,United Kingdom,1,1,8,16.8
C569318,2011-10-03 12:14:00,13505,Switzerland,3,3,5,16.75
C502324,2010-03-24 10:15:00,17838,United Kingdom,2,2,5,16.75
C574078,2011-11-02 16:16:00,14911,EIRE,2,2,2,16.75
C503357,2010-03-31 13:42:00,12510,Spain,3,3,6,16.700000000000003
C493431,2010-01-04 11:46:00,17372,United Kingdom,3,3,6,16.7
C542078,2011-01-25 12:11:00,12854,United Kingdom,2,2,2,16.7
C493870,2010-01-07 17:21:00,16592,United Kingdom,3,3,6,16.7
C529056,2010-10-26 11:57:00,14546,United Kingdom,6,6,7,16.650000000000002
C579766,2011-11-30 15:08:00,15793,United Kingdom,1,1,1,16.65
C574028,2011-11-02 12:33:00,14493,United Kingdom,2,2,5,16.65
C538376,2010-12-12 11:21:00,16393,United Kingdom,2,2,13,16.65
C540384,2011-01-06 17:48:00,14961,United Kingdom,3,3,7,16.65
C576240,2011-11-14 13:34:00,14441,United Kingdom,1,1,1,16.65
C551465,2011-04-28 16:17:00,14640,United Kingdom,3,3,5,16.65
C562154,2011-08-03 11:23:00,13520,Switzerland,1,1,4,16.6
C567350,2011-09-19 16:02:00,17677,United Kingdom,1,1,4,16.6
C579892,2011-12-01 08:23:00,13310,United Kingdom,1,1,4,16.6
C538105,2010-12-09 15:18:00,16781,United Kingdom,2,2,2,16.599999999999998
C566955,2011-09-15 16:42:00,13026,United Kingdom,1,1,21,16.59
C530798,2010-11-04 12:29:00,12708,Germany,3,3,3,16.55
C514977,2010-07-07 13:22:00,17841,United Kingdom,3,3,3,16.549999999999997
C573759,2011-11-01 09:51:00,17193,United Kingdom,2,2,14,16.54
C569549,2011-10-04 17:32:00,15955,United Kingdom,1,1,10,16.5
C564504,2011-08-25 14:24:00,16722,United Kingdom,1,1,10,16.5
C575648,2011-11-10 14:22:00,16523,United Kingdom,1,1,2,16.5
C570480,2011-10-10 17:00:00,17552,United Kingdom,1,1,10,16.5
C569421,2011-10-04 10:37:00,15339,United Kingdom,2,2,2,16.5
C528930,2010-10-25 15:06:00,14551,United Kingdom,1,1,10,16.5
C506888,2010-05-05 08:48:00,13021,United Kingdom,2,2,4,16.5
C557652,2011-06-21 17:21:00,16145,United Kingdom,1,1,10,16.5
C573101,2011-10-27 14:50:00,16592,United Kingdom,1,1,2,16.5
C519662,2010-08-19 12:08:00,12484,Spain,3,3,3,16.5
C544828,2011-02-24 09:49:00,17147,United Kingdom,2,2,2,16.5
C570291,2011-10-10 11:56:00,12731,France,1,1,10,16.5
C579931,2011-12-01 09:39:00,13115,United Kingdom,1,1,10,16.5
C561684,2011-07-28 19:36:00,13136,United Kingdom,2,2,2,16.5
C539838,2010-12-22 13:59:00,13458,United Kingdom,1,1,10,16.5
C536229,2010-11-30 14:09:00,13495,United Kingdom,3,3,6,16.5
C498299,2010-02-18 09:12:00,18267,United Kingdom,3,3,4,16.5
C538362,2010-12-10 17:05:00,15179,United Kingdom,1,1,30,16.5
C567686,2011-09-21 16:42:00,17702,United Kingdom,1,1,10,16.5
C576515,2011-11-15 12:16:00,13950,United Kingdom,1,1,2,16.5
C563899,2011-08-21 10:55:00,17097,Spain,2,2,2,16.5
C544840,2011-02-24 11:06:00,16719,United Kingdom,2,2,2,16.5
C533322,2010-11-16 17:30:00,15197,United Kingdom,2,2,4,16.5
C504931,2010-04-19 11:10:00,12742,United Arab Emirates,1,1,10,16.5
C542740,2011-01-31 15:59:00,12853,United Kingdom,3,3,5,16.450000000000003
C533303,2010-11-16 16:51:00,12982,United Kingdom,2,2,3,16.45
C517730,2010-08-01 13:27:00,17618,United Kingdom,2,2,2,16.45
C543638,2011-02-10 16:40:00,16403,United Kingdom,5,5,11,16.45
C581305,2011-12-08 11:42:00,16933,United Kingdom,2,2,2,16.45
C531821,2010-11-09 17:22:00,14047,United Kingdom,2,2,2,16.45
C495373,2010-01-24 13:00:00,12748,United Kingdom,2,2,12,16.439999999999998
C579739,2011-11-30 14:28:00,16956,United Kingdom,2,2,2,16.4
C540786,2011-01-11 11:42:00,15194,United Kingdom,4,4,12,16.4
C517572,2010-07-30 09:37:00,15298,United Kingdom,2,2,11,16.39
C542638,2011-01-31 11:15:00,13396,United Kingdom,1,1,3,16.35
C493856,2010-01-07 16:10:00,13089,United Kingdom,1,1,3,16.35
C506756,2010-05-04 11:59:00,13983,United Kingdom,1,1,3,16.35
C489591,2009-12-01 14:17:00,12921,United Kingdom,1,1,3,16.35
C494791,2010-01-18 14:04:00,12649,Germany,2,2,5,16.35
C521967,2010-09-09 18:32:00,16316,United Kingdom,1,1,3,16.35
C534817,2010-11-24 12:52:00,15611,United Kingdom,1,1,3,16.35
C574912,2011-11-07 15:51:00,13324,United Kingdom,1,1,2,16.3
C579869,2011-11-30 16:44:00,14189,United Kingdom,1,1,2,16.3
C508375,2010-05-14 13:44:00,13510,United Kingdom,5,5,8,16.3
C553536,2011-05-17 15:24:00,14051,United Kingdom,1,1,2,16.3
C506978,2010-05-05 13:07:00,14680,United Kingdom,6,6,8,16.3
C493440,2010-01-04 13:30:00,12709,Germany,3,3,3,16.29
C496494,2010-02-02 08:42:00,15222,United Kingdom,5,5,30,16.259999999999998
C489632,2009-12-01 15:18:00,13381,United Kingdom,2,1,13,16.25
C514804,2010-07-06 10:56:00,13813,Germany,3,3,7,16.25
C559468,2011-07-08 13:36:00,14905,United Kingdom,1,1,13,16.25
C494466,2010-01-14 14:25:00,17032,United Kingdom,3,3,3,16.25
C501364,2010-03-16 10:56:00,15224,United Kingdom,2,1,13,16.25
C571023,2011-10-13 12:18:00,15239,United Kingdom,3,3,3,16.25
C491029,2009-12-08 19:07:00,15615,United Kingdom,3,3,6,16.2
C499896,2010-03-03 11:52:00,13097,United Kingdom,3,3,3,16.2
C497151,2010-02-05 15:59:00,17412,United Kingdom,3,3,23,16.2
C560365,2011-07-18 12:17:00,14390,United Kingdom,2,2,2,16.2
C533159,2010-11-16 14:06:00,13468,United Kingdom,2,2,4,16.2
C572850,2011-10-26 12:22:00,17841,United Kingdom,2,2,2,16.2
C538650,2010-12-13 15:05:00,15311,United Kingdom,3,3,3,16.15
C564212,2011-08-24 09:13:00,13209,United Kingdom,5,5,5,16.15
C528988,2010-10-26 11:15:00,13055,United Kingdom,2,2,13,16.15
C502566,2010-03-25 12:03:00,14685,United Kingdom,2,2,3,16.15
C518137,2010-08-04 15:36:00,17589,United Kingdom,2,2,11,16.15
C565762,2011-09-06 14:05:00,14040,United Kingdom,1,1,19,16.15
C577391,2011-11-18 17:03:00,13078,United Kingdom,2,2,15,16.14
C557654,2011-06-21 17:34:00,14243,United Kingdom,3,3,4,16.14
C492678,2009-12-17 18:19:00,18223,United Kingdom,5,5,14,16.11
C499224,2010-02-25 11:46:00,13735,United Kingdom,5,5,6,16.1
C491040,2009-12-09 09:37:00,16163,United Kingdom,3,3,6,16.1
C555596,2011-06-06 10:17:00,17644,United Kingdom,2,2,6,16.06
C519873,2010-08-22 10:06:00,13037,United Kingdom,3,3,5,16.05
C501418,2010-03-16 11:39:00,16177,United Kingdom,2,2,3,16.05
C538085,2010-12-09 14:43:00,16350,United Kingdom,3,3,3,16.0
C564964,2011-08-31 15:00:00,17315,United Kingdom,5,5,6,16.0
C566463,2011-09-12 17:50:00,17449,United Kingdom,2,2,7,16.0
C547043,2011-03-20 11:19:00,16156,United Kingdom,3,3,3,16.0
C532583,2010-11-12 14:24:00,15311,United Kingdom,4,4,4,15.97
C559344,2011-07-07 17:09:00,17837,United Kingdom,1,1,1,15.95
C512790,2010-06-18 09:35:00,13297,United Kingdom,1,1,1,15.95
C523174,2010-09-20 15:58:00,15722,United Kingdom,3,3,3,15.95
C523983,2010-09-26 14:04:00,16053,United Kingdom,2,2,5,15.95
C579912,2011-12-01 08:54:00,17044,United Kingdom,1,1,11,15.95
C493430,2010-01-04 11:43:00,14680,United Kingdom,4,4,5,15.95
C541674,2011-01-20 13:19:00,16892,United Kingdom,1,1,1,15.95
C505156,2010-04-20 11:56:00,17908,United Kingdom,1,1,1,15.95
C566743,2011-09-14 14:58:00,14299,United Kingdom,1,1,1,15.95
C490997,2009-12-08 17:24:00,14911,EIRE,2,2,7,15.95
C563226,2011-08-14 14:36:00,13116,United Kingdom,1,1,1,15.95
C534004,2010-11-19 14:28:00,15138,United Kingdom,2,2,22,15.93
C499746,2010-03-02 11:33:00,16109,United Kingdom,1,1,2,15.9
C489549,2009-12-01 12:33:00,13768,United Kingdom,1,1,2,15.9
C580766,2011-12-06 10:46:00,14562,United Kingdom,4,4,4,15.9
C500546,2010-03-08 15:32:00,12809,Portugal,1,1,2,15.9
C549540,2011-04-10 10:12:00,17114,United Kingdom,2,2,2,15.9
C522158,2010-09-13 10:58:00,14147,United Kingdom,1,1,2,15.9
C548724,2011-04-04 09:04:00,15632,United Kingdom,1,1,2,15.9
C542257,2011-01-26 17:06:00,14341,United Kingdom,1,1,2,15.9
C547574,2011-03-24 10:13:00,14223,United Kingdom,1,1,2,15.9
C574876,2011-11-07 13:13:00,14426,United Kingdom,1,1,2,15.9
C525445,2010-10-05 13:54:00,14978,United Kingdom,1,1,2,15.9
C534778,2010-11-24 11:10:00,13756,United Kingdom,1,1,2,15.9
C506414,2010-04-29 14:16:00,14401,United Kingdom,1,1,2,15.9
C493541,2010-01-04 16:00:00,13768,United Kingdom,1,1,2,15.9
C509642,2010-05-25 11:23:00,14745,United Kingdom,2,2,2,15.9
C509042,2010-05-20 10:11:00,12951,United Kingdom,1,1,2,15.9
C581463,2011-12-08 18:56:00,17526,United Kingdom,1,1,2,15.9
C568599,2011-09-28 11:20:00,14395,United Kingdom,1,1,2,15.9
C495914,2010-01-27 13:10:00,15885,United Kingdom,1,1,2,15.9
C575327,2011-11-09 13:47:00,14911,EIRE,1,1,2,15.9
C495959,2010-01-28 10:01:00,14442,Channel Islands,1,1,2,15.9
C496437,2010-02-01 12:43:00,13074,United Kingdom,1,1,2,15.9
C568664,2011-09-28 12:50:00,14911,EIRE,1,1,2,15.9
C545450,2011-03-02 16:46:00,16839,United Kingdom,1,1,2,15.9
C520541,2010-08-26 16:06:00,12720,Germany,2,2,10,15.9
C495035,2010-01-20 14:16:00,15358,United Kingdom,1,1,2,15.9
C546167,2011-03-10 10:13:00,15611,United Kingdom,1,1,2,15.9
C558189,2011-06-27 12:16:00,15996,United Kingdom,1,1,2,15.9
C558129,2011-06-27 11:18:00,12919,United Kingdom,1,1,2,15.9
C492712,2009-12-18 10:10:00,12471,Germany,1,1,2,15.9
C553514,2011-05-17 13:58:00,17700,United Kingdom,1,1,2,15.9
C507100,2010-05-06 11:02:00,14461,United Kingdom,1,1,2,15.9
C532367,2010-11-11 17:51:00,17374,United Kingdom,1,1,2,15.9
C499296,2010-02-25 20:10:00,17883,United Kingdom,1,1,2,15.9
C489605,2009-12-01 14:47:00,14558,United Kingdom,1,1,2,15.9
C506132,2010-04-27 15:01:00,16736,United Kingdom,2,2,2,15.899999999999999
C495309,2010-01-22 14:16:00,17243,United Kingdom,2,2,2,15.899999999999999
C558254,2011-06-27 17:05:00,16670,United Kingdom,2,2,2,15.899999999999999
C575058,2011-11-08 12:25:00,16013,United Kingdom,2,2,2,15.899999999999999
C502555,2010-03-25 11:44:00,16550,United Kingdom,3,3,9,15.85
C513866,2010-06-29 11:36:00,16155,United Kingdom,2,2,13,15.85
C581390,2011-12-08 13:13:00,13081,United Kingdom,2,2,13,15.849999999999998
C564949,2011-08-31 13:31:00,17706,United Kingdom,1,1,12,15.84
C561017,2011-07-22 16:49:00,13050,United Kingdom,1,1,2,15.8
C521959,2010-09-09 18:14:00,16570,United Kingdom,1,1,4,15.8
C538798,2010-12-14 11:45:00,17041,United Kingdom,1,1,4,15.8
C554140,2011-05-23 10:34:00,13004,United Kingdom,1,1,4,15.8
C504179,2010-04-12 08:40:00,12359,Cyprus,2,2,4,15.8
C518498,2010-08-09 12:38:00,14217,United Kingdom,1,1,4,15.8
C565761,2011-09-06 13:59:00,16278,United Kingdom,1,1,4,15.8
C538670,2010-12-13 16:19:00,13448,United Kingdom,1,1,4,15.8
C555341,2011-06-02 11:42:00,13004,United Kingdom,1,1,4,15.8
C560902,2011-07-21 17:45:00,17593,United Kingdom,2,2,6,15.78
C564751,2011-08-30 10:06:00,17828,Malta,2,2,5,15.75
C572275,2011-10-23 09:42:00,12572,Germany,2,2,2,15.7
C511560,2010-06-09 10:39:00,18231,United Kingdom,2,2,2,15.7
C534828,2010-11-24 12:59:00,18280,United Kingdom,2,2,2,15.7
C522840,2010-09-17 10:47:00,13863,United Kingdom,2,2,2,15.7
C522151,2010-09-13 10:45:00,14229,United Kingdom,2,2,2,15.7
C538628,2010-12-13 13:09:00,17231,United Kingdom,2,2,2,15.7
C528458,2010-10-22 11:32:00,13299,United Kingdom,2,2,2,15.7
C560560,2011-07-19 13:26:00,17738,United Kingdom,2,2,2,15.7
C563603,2011-08-18 06:28:00,17302,United Kingdom,2,2,2,15.7
C538124,2010-12-09 15:43:00,15329,United Kingdom,2,2,2,15.7
C555873,2011-06-07 15:12:00,15498,United Kingdom,2,2,2,15.7
C558753,2011-07-03 11:54:00,15033,United Kingdom,3,3,3,15.65
C561232,2011-07-26 10:21:00,16133,United Kingdom,3,3,6,15.600000000000001
C499289,2010-02-25 19:23:00,15270,United Kingdom,3,3,14,15.6
C579757,2011-11-30 14:56:00,,United Kingdom,1,1,24,15.6
C554926,2011-05-27 12:59:00,16422,United Kingdom,1,1,24,15.6
C511436,2010-06-08 11:57:00,17201,United Kingdom,1,1,24,15.6
C522715,2010-09-16 11:55:00,17422,United Kingdom,1,1,8,15.6
C564232,2011-08-24 10:25:00,13517,United Kingdom,1,1,8,15.6
C512264,2010-06-14 13:20:00,17746,United Kingdom,1,1,24,15.6
C543779,2011-02-11 16:32:00,15240,United Kingdom,2,2,5,15.55
C520360,2010-08-25 13:40:00,13154,United Kingdom,3,3,3,15.55
C570447,2011-10-10 14:50:00,16791,United Kingdom,2,2,4,15.5
C516320,2010-07-19 14:58:00,13999,United Kingdom,2,2,4,15.5
C505414,2010-04-22 10:27:00,14905,United Kingdom,2,2,9,15.45
C530555,2010-11-03 13:31:00,13018,United Kingdom,2,2,4,15.4
C539066,2010-12-15 16:54:00,17912,United Kingdom,2,2,2,15.399999999999999
C574095,2011-11-03 09:54:00,12674,France,5,5,5,15.39
C568689,2011-09-28 14:42:00,17841,United Kingdom,4,4,10,15.35
C510837,2010-06-03 20:27:00,13408,United Kingdom,1,1,6,15.3
C518846,2010-08-12 11:30:00,16170,United Kingdom,1,1,6,15.3
C507016,2010-05-05 14:30:00,15097,United Kingdom,1,1,6,15.3
C517763,2010-08-02 11:12:00,12748,United Kingdom,1,1,6,15.3
C489504,2009-12-01 11:10:00,13916,United Kingdom,1,1,6,15.3
C490939,2009-12-08 14:00:00,16736,United Kingdom,1,1,6,15.3
C500131,2010-03-04 14:58:00,13610,United Kingdom,1,1,6,15.3
C520976,2010-09-01 12:55:00,15615,United Kingdom,2,2,10,15.3
C502727,2010-03-26 11:27:00,15329,United Kingdom,1,1,6,15.3
C522326,2010-09-13 15:54:00,17454,United Kingdom,1,1,6,15.3
C579907,2011-12-01 08:48:00,,EIRE,1,1,2,15.3
C535986,2010-11-29 13:19:00,14008,United Kingdom,1,1,6,15.3
C528442,2010-10-22 10:56:00,15489,United Kingdom,1,1,6,15.3
C503225,2010-03-30 16:26:00,15329,United Kingdom,1,1,6,15.3
C523393,2010-09-21 20:05:00,13324,United Kingdom,2,2,6,15.3
C512325,2010-06-15 09:48:00,15812,United Kingdom,1,1,18,15.3
C524542,2010-09-29 13:52:00,14510,United Kingdom,1,1,6,15.3
C494270,2010-01-13 09:23:00,13410,United Kingdom,1,1,6,15.3
C521485,2010-09-06 13:30:00,16325,United Kingdom,1,1,6,15.3
C530055,2010-11-01 11:17:00,14648,United Kingdom,1,1,6,15.3
C557661,2011-06-21 17:44:00,13936,United Kingdom,1,1,6,15.3
C570490,2011-10-10 17:16:00,14356,United Kingdom,3,3,4,15.299999999999999
C505531,2010-04-22 17:40:00,16176,United Kingdom,5,5,10,15.299999999999999
C577351,2011-11-18 15:37:00,17728,United Kingdom,3,3,4,15.299999999999999
C575035,2011-11-08 11:38:00,15005,United Kingdom,6,6,6,15.28
C517895,2010-08-03 09:02:00,14961,United Kingdom,3,3,3,15.25
C496224,2010-01-29 13:57:00,12949,United Kingdom,2,2,3,15.25
C570845,2011-10-12 14:29:00,17017,United Kingdom,5,5,13,15.22
C572927,2011-10-27 09:25:00,14233,United Kingdom,1,1,9,15.21
C568244,2011-09-26 12:21:00,12583,France,2,2,14,15.200000000000001
C526519,2010-10-12 11:12:00,13468,United Kingdom,2,2,8,15.2
C545773,2011-03-07 12:06:00,17139,United Kingdom,2,2,2,15.2
C491599,2009-12-11 13:20:00,13768,United Kingdom,2,2,2,15.2
C551513,2011-04-28 19:52:00,16592,United Kingdom,3,3,5,15.2
C573750,2011-11-01 09:29:00,16150,United Kingdom,3,3,5,15.15
C562956,2011-08-11 10:14:00,13186,United Kingdom,2,2,7,15.149999999999999
C523390,2010-09-21 20:00:00,16143,United Kingdom,2,2,13,15.149999999999999
C568911,2011-09-29 13:44:00,15050,United Kingdom,1,1,36,15.12
C491846,2009-12-14 14:58:00,,United Kingdom,1,1,36,15.12
C556637,2011-06-13 15:32:00,15382,United Kingdom,3,3,8,15.100000000000001
C508935,2010-05-19 11:28:00,12494,France,2,2,8,15.100000000000001
C557516,2011-06-20 17:07:00,17651,United Kingdom,2,2,3,15.08
C557515,2011-06-20 17:05:00,17463,United Kingdom,4,4,5,15.05
C548374,2011-03-30 16:36:00,13047,United Kingdom,3,3,5,15.05
C547594,2011-03-24 11:19:00,12693,Germany,1,1,4,15.0
C523403,2010-09-21 20:26:00,13319,United Kingdom,1,1,12,15.0
C502292,2010-03-24 08:50:00,14911,EIRE,1,1,12,15.0
C496687,2010-02-03 13:08:00,14399,United Kingdom,3,3,8,15.0
C579431,2011-11-29 13:09:00,17584,United Kingdom,1,1,12,15.0
C536194,2010-11-30 12:49:00,13786,United Kingdom,1,1,12,15.0
C544635,2011-02-22 11:04:00,18257,United Kingdom,1,1,12,15.0
C518770,2010-08-11 15:21:00,16571,United Kingdom,1,1,12,15.0
C567289,2011-09-19 11:50:00,17612,United Kingdom,1,1,4,15.0
C533327,2010-11-16 17:45:00,12431,Australia,1,1,12,15.0
C545439,2011-03-02 15:58:00,14243,United Kingdom,1,1,4,15.0
C562041,2011-08-02 10:05:00,15120,United Kingdom,1,1,4,15.0
C490475,2009-12-06 12:34:00,16395,United Kingdom,1,1,12,15.0
C510515,2010-06-01 12:56:00,14680,United Kingdom,5,5,6,15.0
C563838,2011-08-19 13:13:00,18241,United Kingdom,1,1,4,15.0
C562959,2011-08-11 10:21:00,17389,United Kingdom,2,2,12,15.0
C569116,2011-09-30 12:52:00,13320,United Kingdom,1,1,12,15.0
C509691,2010-05-25 12:11:00,14680,United Kingdom,4,4,4,15.0
C555248,2011-06-01 14:49:00,17682,United Kingdom,1,1,2,15.0
C569941,2011-10-06 18:06:00,16909,United Kingdom,1,1,2,15.0
C498308,2010-02-18 09:54:00,16714,United Kingdom,1,1,12,15.0
C490131,2009-12-03 18:29:00,17663,United Kingdom,1,1,12,15.0
C575841,2011-11-11 11:58:00,13408,United Kingdom,1,1,12,15.0
C556117,2011-06-09 09:44:00,12802,Netherlands,1,1,12,15.0
C556930,2011-06-15 15:28:00,15625,United Kingdom,1,1,12,15.0
C562651,2011-08-08 13:25:00,16951,United Kingdom,1,1,12,15.0
C493332,2009-12-23 10:00:00,13883,United Kingdom,1,1,12,15.0
C562144,2011-08-03 10:43:00,12757,Portugal,1,1,12,15.0
C532155,2010-11-11 12:17:00,16945,United Kingdom,1,1,12,15.0
C510160,2010-05-27 13:46:00,13501,Switzerland,1,1,12,15.0
C517136,2010-07-27 10:34:00,15051,United Kingdom,1,1,12,15.0
C570658,2011-10-11 14:14:00,16120,United Kingdom,2,2,12,15.0
C504178,2010-04-12 08:30:00,15981,United Kingdom,1,1,12,15.0
C539948,2010-12-23 11:48:00,,EIRE,1,1,4,15.0
C554005,2011-05-20 12:23:00,15620,United Kingdom,1,1,12,15.0
C555629,2011-06-06 12:04:00,14543,United Kingdom,1,1,4,15.0
C501323,2010-03-16 09:57:00,14911,EIRE,1,1,4,15.0
C526727,2010-10-12 17:29:00,16325,United Kingdom,2,2,4,15.0
C530176,2010-11-02 10:03:00,18136,United Kingdom,1,1,4,15.0
C577360,2011-11-18 16:12:00,13012,United Kingdom,1,1,4,15.0
C580708,2011-12-05 16:33:00,14546,United Kingdom,1,1,12,15.0
C531127,2010-11-05 13:26:00,14286,United Kingdom,1,1,12,15.0
C557659,2011-06-21 17:42:00,16186,United Kingdom,1,1,12,15.0
C540559,2011-01-10 10:07:00,,EIRE,1,1,4,15.0
C579415,2011-11-29 12:52:00,15311,United Kingdom,1,1,4,15.0
C569993,2011-10-06 20:28:00,17633,United Kingdom,1,1,4,15.0
C546559,2011-03-15 10:24:00,12727,France,1,1,12,15.0
C538720,2010-12-14 11:11:00,17526,United Kingdom,1,1,4,15.0
C549230,2011-04-07 10:59:00,12949,United Kingdom,1,1,12,15.0
C506480,2010-04-30 10:29:00,15093,United Kingdom,1,1,12,15.0
C568237,2011-09-26 11:59:00,13481,United Kingdom,1,1,12,15.0
C538373,2010-12-12 11:13:00,16779,United Kingdom,1,1,12,15.0
C524946,2010-10-01 12:33:00,12648,Germany,1,1,4,15.0
C546022,2011-03-08 17:28:00,14507,United Kingdom,2,2,12,15.0
C576401,2011-11-15 10:52:00,13026,United Kingdom,1,1,12,15.0
C504347,2010-04-13 09:32:00,17044,United Kingdom,3,3,6,15.0
C511835,2010-06-10 17:10:00,14316,United Kingdom,1,1,12,15.0
C558106,2011-06-26 14:59:00,13668,United Kingdom,5,5,5,15.0
C494448,2010-01-14 13:36:00,14667,United Kingdom,1,1,12,15.0
C577364,2011-11-18 16:18:00,14140,United Kingdom,1,1,2,15.0
C572223,2011-10-21 13:36:00,14147,United Kingdom,1,1,12,15.0
C495060,2010-01-20 16:20:00,15489,United Kingdom,1,1,12,15.0
C558249,2011-06-27 16:59:00,17562,United Kingdom,1,1,4,15.0
C520087,2010-08-24 11:02:00,16299,United Kingdom,1,1,4,15.0
C519742,2010-08-20 10:50:00,12720,Germany,3,3,3,15.0
C495923,2010-01-27 14:26:00,14032,United Kingdom,1,1,12,15.0
C579914,2011-12-01 08:56:00,13267,United Kingdom,2,2,8,15.0
C514159,2010-06-30 14:36:00,12874,Belgium,1,1,12,15.0
C574483,2011-11-04 12:48:00,14359,United Kingdom,1,1,4,15.0
C559059,2011-07-06 10:00:00,13338,United Kingdom,1,1,1,15.0
C533566,2010-11-18 10:23:00,12779,Poland,1,1,12,15.0
C580698,2011-12-05 16:12:00,17426,United Kingdom,1,1,12,15.0
C559309,2011-07-07 13:18:00,17719,United Kingdom,1,1,4,15.0
C560912,2011-07-21 18:05:00,14400,United Kingdom,1,1,4,15.0
C510156,2010-05-27 13:34:00,18181,United Kingdom,1,1,2,14.98
C525924,2010-10-07 16:43:00,15358,United Kingdom,4,4,7,14.959999999999999
C522951,2010-09-19 11:21:00,13617,United Kingdom,1,1,1,14.95
C557060,2011-06-16 14:54:00,17725,United Kingdom,1,1,1,14.95
C553529,2011-05-17 15:01:00,18118,United Kingdom,1,1,1,14.95
C551541,2011-05-03 08:49:00,13692,United Kingdom,1,1,1,14.95
C566785,2011-09-15 10:28:00,17071,United Kingdom,3,3,5,14.95
C517556,2010-07-29 19:20:00,15998,United Kingdom,1,1,1,14.95
C554197,2011-05-23 12:14:00,14573,United Kingdom,1,1,1,14.95
C532397,2010-11-11 19:25:00,15796,United Kingdom,1,1,1,14.95
C520422,2010-08-26 10:15:00,13150,United Kingdom,1,1,1,14.95
C504419,2010-04-13 13:08:00,16455,United Kingdom,1,1,1,14.95
C498428,2010-02-18 17:12:00,14301,United Kingdom,1,1,1,14.95
C492671,2009-12-17 18:12:00,13643,United Kingdom,1,1,1,14.95
C492422,2009-12-16 17:45:00,17402,United Kingdom,1,1,1,14.95
C541603,2011-01-19 17:21:00,14572,United Kingdom,1,1,1,14.95
C534827,2010-11-24 12:58:00,14911,EIRE,1,1,1,14.95
C503779,2010-04-07 11:21:00,14527,United Kingdom,1,1,1,14.95
C536210,2010-11-30 13:27:00,17402,United Kingdom,1,1,1,14.95
C563604,2011-08-18 06:28:00,15251,United Kingdom,1,1,1,14.95
C489595,2009-12-01 14:20:00,15254,United Kingdom,1,1,1,14.95
C498337,2010-02-18 10:35:00,14256,United Kingdom,1,1,1,14.95
