stock_code,gross_sales,units_sold,sales_invoices,known_customers,cancellation_value,cancellation_units,cancellation_invoices,description,estimated_net_revenue,cancellation_rate_pct,net_revenue_share_pct,abc_class
23267,1531.95,1202,108,79,60.0,48.0,1.0,SET OF 4 SANTA PLACE SETTINGS,1471.95,3.916576911779105,0.007792757307931054,B
21282,1522.28,356,69,49,51.0,12.0,1.0,NATURAL BARK CANDLE LARGE,1471.28,3.350237801192948,0.007789210212312103,B
20734,1470.62,1592,117,50,0.85,1.0,1.0,SILVER MINI TAPE MEASURE,1469.77,0.057798751546966586,0.007781216011738051,B
85198,1469.5,3859,51,37,0.0,0.0,0.0,ASSORTED FARMYARD ANIMALS IN BUCKET,1469.5,0.0,0.0077797865851453405,B
22815,1468.53,3433,340,111,0.0,0.0,0.0,CARD PSYCHEDELIC APPLES,1468.53,0.0,0.007774651237756711,B
23365,1463.08,1857,169,107,0.0,0.0,0.0,SET 12 COLOUR PENCILS LOVE LONDON,1463.08,0.0,0.007745797997274205,B
79030G,1462.95,1751,121,69,0.0,0.0,0.0,"TUMBLER, NEW ENGLAND",1462.95,0.0,0.007745109754840677,B
84659A,1469.51,588,224,55,7.6499999999999995,3.0,3.0,WHITE TRAVEL ALARM CLOCK,1461.86,0.5205816904954712,0.007739339106744176,B
85125,1479.51,309,62,32,19.8,4.0,1.0,SMALL ROUND CUT GLASS CANDLESTICK,1459.71,1.338280917330738,0.007727956635728141,B
84637,1454.49,585,114,28,0.0,0.0,0.0,KITCHEN FLOWER POTS WALL PLAQUE,1454.49,0.0,0.007700321054935723,B
21410,1458.28,312,150,81,4.25,1.0,1.0,COUNTRY COTTAGE DOORSTOP GREEN,1454.03,0.29143922977754616,0.0076978857355555486,B
84596G,1453.16,2231,350,118,0.0,0.0,0.0,SMALL CHOCOLATES PINK BOWL,1453.16,0.0,0.007693279805423479,B
21801,1467.6599999999999,3398,258,69,15.12,36.0,1.0,CHRISTMAS TREE DECORATION WITH BELL,1452.54,1.0302113568537674,0.007689997418432808,B
22976,1465.26,1127,149,81,16.25,13.0,2.0,CIRCUS PARADE CHILDRENS EGG CUP,1449.01,1.1090181947231208,0.00767130898927625,B
21739,1451.8500000000001,494,177,83,2.95,1.0,1.0,COSY SLIPPER SHOES SMALL GREEN,1448.9,0.2031890346798912,0.007670726630294035,B
22390,1448.52,813,83,56,0.0,0.0,0.0,PAPERWEIGHT CHILDHOOD MEMORIES,1448.52,0.0,0.007668714844719107,B
21869,1469.5800000000002,1264,111,82,21.25,17.0,4.0,POTTING SHED COFFEE MUG,1448.3300000000002,1.4459913716844268,0.007667708951931643,B
85055,1442.94,359,107,62,0.0,0.0,0.0,FRENCH ENAMEL UTENSIL HOLDER,1442.94,0.0,0.007639173361803074,B
84313C,1442.3899999999999,548,73,29,0.0,0.0,0.0,ORANGE TV TRAY TABLE,1442.3899999999999,0.0,0.0076362615668919935,B
22912,1471.09,313,108,81,29.700000000000003,6.0,2.0,YELLOW COAT RACK PARIS FASHION,1441.3899999999999,2.0189111475164676,0.007630967394326397,B
23034,1448.6699999999998,979,88,57,8.7,6.0,1.0,DRAWER KNOB CERAMIC BLACK,1439.9699999999998,0.6005508500900827,0.007623449669283248,B
22052,1460.5,3525,128,105,21.0,50.0,2.0,VINTAGE CARAVAN GIFT WRAP,1439.5,1.4378637452927079,0.007620961408177419,B
35637A,1445.05,551,53,41,5.95,1.0,1.0,IVORY STRING CURTAIN WITH POLE,1439.1,0.41175045846164493,0.007618843739151179,B
21099,1516.64,13290,33,20,78.0,120.0,3.0,SET/6 STRAWBERRY PAPER CUPS,1438.64,5.142947568308893,0.007616408419771005,B
21317,1453.4,357,74,56,15.850000000000001,3.0,3.0,GLASS SPHERE CANDLE STAND MEDIUM,1437.5500000000002,1.0905463052153572,0.007610637771674504,B
22915,1474.52,3281,194,116,37.8,90.0,4.0,ASSORTED BOTTLE TOP MAGNETS,1436.72,2.5635461031386484,0.007606243608445058,B
21082,1960.45,7183,163,94,523.94,3074.0,2.0,SET/20 FRUIT SALAD PAPER NAPKINS,1436.51,26.725496697186873,0.007605131832206282,B
22817,1434.9,3392,355,104,0.0,0.0,0.0,CARD SUKI BIRTHDAY,1434.9,0.0,0.00759660821437567,B
22106,1589.98,509,79,29,156.75,121.0,2.0,MIRROR MOSAIC HURRICANE LAMP,1433.23,9.858614573768223,0.007587766946191123,B
22316,1432.82,1257,119,62,1.25,1.0,1.0,200 BENDY SKULL STRAWS,1431.57,0.08724054661436886,0.007578978619732231,B
23086,1451.43,1225,47,31,20.0,16.0,1.0,ZINC STAR T-LIGHT HOLDER,1431.43,1.3779513996541342,0.007578237435573048,B
22249,1434.6599999999999,1636,243,126,3.4,4.0,1.0,DECORATION WHITE CHICK MAGIC GARDEN,1431.2599999999998,0.23698994883805222,0.007577337426236895,B
22287,1435.75,1340,121,81,4.68,12.0,1.0,"DECORATION , WOBBLY CHICKEN, METAL",1431.07,0.3259620407452551,0.007576331533449433,B
22228,1456.6,1727,275,148,29.749999999999996,35.0,7.0,BUNNY WOODEN PAINTED WITH BIRD,1426.85,2.0424275710558835,0.007553990125222611,B
21644,1461.47,1087,137,72,35.0,28.0,3.0,ASSORTED TUTTI FRUTTI HEART BOX,1426.47,2.394849021875235,0.007551978339647685,B
85167B,1426.34,692,59,38,0.0,0.0,0.0,BLACK GRAND BAROQUE PHOTO FRAME,1426.34,0.0,0.007551290097214157,B
23392,1475.03,662,113,70,49.92,24.0,1.0,SPACEBOY ROCKET LOLLY MAKERS,1425.11,3.384337945668902,0.007544778264958472,B
85159B,1516.5,660,89,53,92.89,39.0,14.0,"WHITE TEA,COFFEE,SUGAR JARS",1423.61,6.125288493241015,0.007536837006110075,B
21807,1422.45,3225,172,114,0.84,2.0,2.0,WHITE CHRISTMAS STAR DECORATION,1421.6100000000001,0.059053042286196344,0.007526248660978883,B
22819,1418.1200000000001,3351,331,125,0.0,0.0,0.0,"BIRTHDAY CARD, RETRO SPOT",1418.1200000000001,0.0,0.007507771998724948,B
21065,1455.3600000000001,608,118,44,39.910000000000004,7.0,2.0,BOOM BOX SPEAKER GIRLS,1415.45,2.7422768249780125,0.007493636557974802,B
21292,1427.11,2449,91,69,13.6,16.0,1.0,SMALL STRIPES CHOCOLATE GIFT BAG,1413.51,0.952974893315862,0.007483365863197543,B
22396,1427.08,1895,184,122,15.0,12.0,2.0,MAGNETS PACK OF 4 RETRO PHOTO,1412.08,1.0510973456288366,0.007475795196428737,B
21159,1445.37,2105,250,146,34.61,77.0,3.0,MOODY BOY DOOR HANGER,1410.76,2.3945425738738177,0.00746880688864215,B
21198,1472.3,1282,118,75,64.71000000000001,75.0,3.0,WHITE HEART CONFETTI IN TUBE,1407.59,4.395164029070163,0.007452024361609206,B
20761,1422.46,458,146,93,15.0,4.0,1.0,BLUE PAISLEY SKETCHBOOK,1407.46,1.0545111989089324,0.007451336119175678,B
23104,1405.42,118,46,38,0.0,0.0,0.0,IVORY CAFE HANGING LAMP,1405.42,0.0,0.007440536007141861,B
35965,1423.63,629,174,62,18.96,24.0,1.0,FOLKART HEART NAPKIN RINGS,1404.67,1.3318067194425516,0.007436565377717663,B
23527,1428.56,420,48,40,26.25,7.0,2.0,WALL ART ANIMALS AND NATURE,1402.31,1.8375147001176009,0.007424071130462851,B
22545,1421.06,3451,184,106,20.580000000000002,49.0,2.0,MINI JIGSAW BUNNIES,1400.48,1.4482147129607479,0.00741438279466781,B
21910,1398.18,1066,111,84,0.0,0.0,0.0,WAY OUT METAL SIGN,1398.18,0.0,0.007402206197766935,B
20801,1422.0,1092,111,61,24.0,32.0,2.0,LARGE PINK GLASS SUNDAE DISH,1398.0,1.6877637130801686,0.0074012532467051285,B
21358,1398.71,1129,222,130,1.25,1.0,1.0,TOAST ITS - HAPPY BIRTHDAY,1397.46,0.08936806057009673,0.0073983943935197055,B
35004G,1419.51,359,76,46,22.59,8.0,5.0,SET OF 3 GOLD FLYING DUCKS,1396.92,1.5913942134962062,0.0073955355403342825,B
85036C,1629.02,878,128,99,232.25,193.0,3.0,ROSE 1 WICK MORRIS BOXED CANDLE,1396.77,14.25703797375109,0.007394741414449443,B
21828,1396.6200000000001,1105,180,107,0.0,0.0,0.0,EIGHT PIECE SNAKE SET,1396.6200000000001,0.0,0.007393947288564604,B
23040,1394.03,253,41,33,0.0,0.0,0.0,PAPER LANTERN 9 POINT SNOW STAR,1394.03,0.0,0.007380235381619705,B
23470,1460.5,232,84,70,70.7,12.0,8.0,CARD HOLDER LOVE BIRD LARGE,1389.8,4.84080794248545,0.007357841031667229,B
23250,1531.03,1179,110,64,141.8,121.0,8.0,VINTAGE RED TRIM ENAMEL BOWL,1389.23,9.261738829415492,0.007354823353304839,B
85087,1392.64,420,146,21,5.9,2.0,2.0,CANDY SPOT CUSHION COVER,1386.74,0.42365579044117646,0.007341640863616501,B
21532,1419.71,1387,90,58,33.6,16.0,8.0,DAIRY MAID SUGAR JAM BOWL,1386.1100000000001,2.3666805192609757,0.007338305534900176,B
47503K,1389.44,3177,42,29,4.75,3.0,3.0,ASSORTED FLORAL SECATEURS,1384.69,0.3418643482266237,0.007330787809857026,B
22685,1395.84,1082,160,82,12.5,10.0,1.0,FRENCH BLUE METAL DOOR SIGN 0,1383.34,0.895518110958276,0.00732364067689347,B
84396,1380.52,552,49,22,0.0,0.0,0.0,6 HOOK JEWELLERY STAND BLACK DRESS,1380.52,0.0,0.007308711110258485,B
47503A,1405.51,2853,195,146,25.08,36.0,2.0,ASS FLORAL PRINT MULTI SCREWDRIVER,1380.43,1.7844056605787224,0.007308234634727582,B
85017B,1390.3899999999999,2231,317,98,10.2,12.0,1.0,ENVELOPE 50 BLOSSOM IMAGES,1380.1899999999998,0.7336071174274844,0.007306964033311837,B
22250,1382.96,1521,257,98,3.4,4.0,1.0,DECORATION BUTTERFLY MAGIC GARDEN,1379.56,0.2458494822699138,0.007303628704595512,B
23119,1401.7,2282,151,97,22.32,36.0,2.0,PACK OF 6 LARGE FRUIT STRAWS,1379.38,1.5923521438253547,0.007302675753533705,B
22917,1386.65,1996,252,138,7.800000000000001,12.0,1.0,HERB MARKER ROSEMARY,1378.8500000000001,0.5625067608985684,0.007299869842073938,B
22756,1393.45,1204,215,124,15.0,12.0,1.0,LARGE YELLOW BABUSHKA NOTEBOOK,1378.45,1.0764648893035274,0.0072977521730477,B
21395,1401.6,2968,115,79,23.4,20.0,4.0,BLUE POLKADOT BEAKER,1378.1999999999998,1.6695205479452055,0.007296428629906299,B
22093,1429.87,2346,275,179,53.16,48.0,2.0,MOTORING TISSUE BOX,1376.7099999999998,3.717820501164441,0.007288540312783559,B
23376,1384.9099999999999,3039,155,104,9.36,24.0,1.0,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1375.55,0.6758561928211942,0.007282399072607467,B
46776B,1373.36,429,154,16,0.0,0.0,0.0,WOVEN BERRIES CUSHION COVER,1373.36,0.0,0.007270804834688808,B
85169A,1385.82,1252,151,79,15.0,12.0,1.0,IVORY LOVE BIRD CANDLE,1370.82,1.0823916525955752,0.007257357636372191,B
22984,1370.73,3349,214,115,0.0,0.0,0.0,CARD GINGHAM ROSE,1370.73,0.0,0.007256881160841287,B
84562A,1378.26,169,78,48,7.95,1.0,1.0,PINK/WHITE RIBBED MELAMINE JUG,1370.31,0.5768142440468417,0.0072546576083637355,B
22157,1451.3999999999999,1698,124,88,81.6,96.0,2.0,ANGEL DECORATION WITH LACE PADDED,1369.8,5.6221579164944195,0.007251957580355282,B
21011,1373.8,1840,118,84,4.35,3.0,1.0,GLITTER SNOW PEAR TREE DECORATION,1369.45,0.3166399767069442,0.007250104619957322,B
84873A,1367.51,120,75,5,0.0,0.0,0.0,FUNKY FLOWER PICNIC BAG FOR 4,1367.51,0.0,0.007239833925180064,B
23546,1365.0,3250,120,106,0.0,0.0,0.0,WRAP PAISLEY PARK,1365.0,0.0,0.007226545552040414,B
21849,1483.51,633,134,46,120.0,96.0,1.0,SILVER DIAMANTE PEN IN GIFT BOX,1363.51,8.088924240483717,0.007218657234917674,B
35649,1362.8999999999999,1826,53,20,0.0,0.0,0.0,VINTAGE BEAD COSMETIC BAG,1362.8999999999999,0.0,0.007215427789652659,B
84965B,1359.95,27,4,3,0.0,0.0,0.0,BLUE KASHMIRI COFFEE TABLE,1359.95,0.0,0.0071998099805841475,B
90200D,1372.26,327,150,41,12.75,3.0,1.0,PINK SWEETHEART BRACELET,1359.51,0.9291242184425692,0.007197480544655285,B
22920,2199.19,3478,252,138,841.0500000000001,1527.0,2.0,HERB MARKER BASIL,1358.1399999999999,38.24362606232295,0.007190227528240416,B
84685,1366.17,435,125,46,8.75,3.0,3.0,BEACH HUT KEY CABINET,1357.42,0.640476661030472,0.007186415723993186,B
21634,1507.74,1771,69,42,151.25,121.0,5.0,ASSORTED MINI MADRAS NOTEBOOK,1356.49,10.031570429914973,0.007181492143507181,B
22916,1363.38,1962,249,135,7.800000000000001,12.0,1.0,HERB MARKER THYME,1355.5800000000002,0.5721075562205695,0.007176674446472488,B
84616,1472.62,72,25,19,119.8,4.0,3.0,SILVER ROCCOCO CHANDELIER,1352.82,8.13516046230528,0.007162062530191438,B
23000,1368.28,3169,278,125,16.38,39.0,4.0,TRAVEL CARD WALLET TRANSPORT,1351.8999999999999,1.197123395796182,0.007157191891431088,B
84819,1368.26,908,95,82,17.0,4.0,2.0,DANISH ROSE ROUND SEWING BOX,1351.26,1.2424539195766888,0.007153803620989106,B
17129D,1351.18,1125,39,12,0.0,0.0,0.0,CLEAR COLOUR GLASS GEMS IN BAG,1351.18,0.0,0.007153380087183859,B
35962,1351.78,581,92,52,2.1,1.0,1.0,12 ASS ZINC CHRISTMAS DECORATIONS,1349.68,0.15535072275074346,0.007145438828335463,B
35599D,1366.48,406,103,23,17.700000000000003,6.0,1.0,PINK AND WHITE CHRISTMAS TREE 120CM,1348.78,1.2952988700895733,0.007140674073026425,B
22393,1459.3700000000001,834,120,75,111.0,52.0,3.0,PAPERWEIGHT VINTAGE COLLAGE,1348.3700000000001,7.606021776520004,0.007138503462274531,B
21684,1357.61,1696,104,65,11.049999999999999,13.0,2.0,SMALL MEDINA STAMPED METAL BOWL,1346.56,0.8139303629171855,0.007128921009930799,B
20704,1371.42,361,80,60,27.8,4.0,1.0,MR ROBOT SOFT TOY,1343.6200000000001,2.02709600268335,0.007113356142587943,B
23414,1378.75,141,64,58,39.8,4.0,1.0,ZINC BOX SIGN HOME,1338.95,2.8866727107887575,0.007088632356706603,B
23469,1355.24,332,72,61,16.6,4.0,2.0,CARD HOLDER LOVE BIRD SMALL,1338.64,1.224875298840058,0.007086991163211268,B
23249,1426.1000000000001,842,81,57,87.71000000000001,55.0,7.0,VINTAGE RED ENAMEL TRIM PLATE,1338.39,6.15034008835285,0.007085667620069869,B
20993,1334.1100000000001,10967,32,23,0.0,0.0,0.0,JAZZ HEARTS MEMO PAD,1334.1100000000001,0.0,0.007063008561489112,B
21278,1654.45,2758,118,63,320.4,1208.0,3.0,VINTAGE KITCHEN PRINT PUDDINGS,1334.0500000000002,19.365952431321585,0.007062690911135176,B
22050,1354.0,3300,115,100,21.0,50.0,2.0,PINK PAISLEY ROSE GIFT WRAP,1333.0,1.55096011816839,0.007057132029941298,B
21281,1716.8,3680,67,34,384.0,1536.0,1.0,VINTAGE KITCHEN PRINT SEAFOOD,1332.8,22.367194780987884,0.007056073195428178,B
85136C,1451.69,179,122,70,119.77,15.0,3.0,RED SHARK HELICOPTER,1331.92,8.250384035159021,0.007051414323570453,B
21209,1368.04,1476,137,66,38.03,37.0,7.0,MULTICOLOUR HONEYCOMB FAN,1330.01,2.7798894769158795,0.007041302453970161,B
23538,1329.54,331,32,25,0.0,0.0,0.0,WALL ART VINTAGE HEART,1329.54,0.0,0.00703881419286433,B
20933,1329.4900000000002,505,52,38,0.0,0.0,0.0,YELLOW POT PLANT CANDLE,1329.4900000000002,0.0,0.007038549484236053,B
23061,1332.68,1015,117,76,3.75,3.0,1.0,VINTAGE EMBOSSED HEART,1328.93,0.28138788006123,0.007035584747599318,B
20762,1343.79,458,136,88,15.0,4.0,1.0,GREEN FERN SKETCHBOOK,1328.79,1.1162458419842387,0.007034843563440133,B
20780,1333.96,231,98,35,5.49,1.0,1.0,BLACK EAR MUFF HEADPHONES,1328.47,0.41155656841284594,0.007033149428219141,B
21059,1348.56,1596,221,158,20.4,24.0,3.0,PARTY INVITES DINOSAURS,1328.1599999999999,1.5127246841074924,0.007031508234723806,B
21822,1343.7,1010,142,73,16.39,9.0,3.0,GLITTER CHRISTMAS TREE WITH BELLS,1327.31,1.2197663168862096,0.0070270081880430485,B
22269,1357.7,1521,204,107,31.25,25.0,10.0,EGG CUP NATURAL CHICKEN,1326.45,2.30168667599617,0.007022455199636637,B
22684,1342.44,1012,162,81,16.25,13.0,3.0,FRENCH BLUE METAL DOOR SIGN 9,1326.19,1.2104824051726706,0.00702107871476958,B
47593B,1325.97,2347,357,89,0.0,0.0,0.0,SCOTTIE DOGS BABY BIB,1325.97,0.0,0.00701991399680515,B
85032A,1323.51,1441,161,103,0.0,0.0,0.0,ROMANTIC IMAGES GIFT WRAP SET,1323.51,0.0,0.007006890332293779,B
21775,1326.29,874,277,63,5.0,4.0,2.0,DECORATIVE FLORE BATHROOM BOTTLE,1321.29,0.3769914573735759,0.006995137269198154,B
85032D,1327.68,1148,133,89,7.800000000000001,12.0,1.0,YULETIDE IMAGES GIFT WRAP SET,1319.88,0.5874909616775127,0.006987672485880661,B
22051,1317.5,3175,116,95,0.0,0.0,0.0,BLUE SCANDINAVIAN PAISLEY WRAP,1317.5,0.0,0.006975072355174539,B
21580,1329.6299999999999,542,172,76,13.5,6.0,1.0,RABBIT DESIGN COTTON TOTE BAG,1316.1299999999999,1.0153200514428826,0.00696781933875967,B
22918,1322.8600000000001,1925,249,135,7.800000000000001,12.0,1.0,HERB MARKER PARSLEY,1315.0600000000002,0.5896315558713696,0.006962154574114482,B
23221,1363.04,1536,145,85,48.14,58.0,3.0,REINDEER HEART DECORATION SILVER,1314.8999999999999,3.531811245451344,0.0069613075065039845,B
20760,1313.66,5550,81,47,0.0,0.0,0.0,GARDEN PATH POCKET BOOK,1313.66,0.0,0.006954742732522645,B
23373,1313.3899999999999,1608,100,86,0.0,0.0,0.0,VINTAGE CHRISTMAS PAPER GIFT BAG,1313.3899999999999,0.0,0.006953313305929933,B
22977,1313.86,999,140,101,1.25,1.0,1.0,DOLLY GIRL CHILDRENS EGG CUP,1312.61,0.09513951258124916,0.006949183851328767,B
35598D,1312.2,1727,103,43,0.65,1.0,1.0,PINK/WHITE CHRISTMAS TREE 60CM,1311.55,0.04953513183965859,0.0069435720284092345,B
85071B,1316.48,2340,165,123,5.9,2.0,1.0,RED CHARLIE+LOLA PERSONAL DOORSIGN,1310.58,0.4481648031113272,0.0069384366810206054,B
22481,1309.81,1272,219,132,0.0,0.0,0.0,BLACK TEA TOWEL CLASSIC DESIGN,1309.81,0.0,0.006934360168145095,B
21842,1308.74,551,47,32,0.0,0.0,0.0,PINK HEART CANDY BUTTON CALCULATOR,1308.74,0.0,0.006928695403499906,B
21738,1322.63,422,131,89,14.75,5.0,1.0,COSY SLIPPER SHOES SMALL RED,1307.88,1.1152022863537043,0.006924142415093493,B
23405,1311.48,252,70,54,4.95,1.0,1.0,HOME SWEET HOME 2 DRAWER CABINET,1306.53,0.37743617897337356,0.006916995282129936,B
21945,1307.1,1862,240,61,0.85,1.0,1.0,STRAWBERRIES DESIGN FLANNEL,1306.25,0.06502945451763446,0.0069155129138115685,B
16235,1333.95,5827,310,124,27.93,133.0,4.0,RECYCLED PENCIL WITH RABBIT ERASER,1306.02,2.093781625997976,0.006914295254121481,B
21530,1361.5600000000002,959,162,99,57.040000000000006,64.0,10.0,DAIRY MAID TOASTRACK,1304.5200000000002,4.189312259467082,0.006906353995273087,B
22339,1385.46,3521,145,86,81.28,130.0,6.0,CHRISTMAS TREE PAINTED ZINC,1304.18,5.866643569644739,0.006904553976600782,B
85200,1319.09,1045,105,81,15.0,12.0,1.0,BUNNY EGG BOX,1304.09,1.1371475790128043,0.006904077501069878,B
46776A,1303.88,411,122,19,0.0,0.0,0.0,WOVEN BUBBLE GUM CUSHION COVER,1303.88,0.0,0.006902965724831104,B
85098B,1456.94,366,114,61,154.15,49.0,6.0,BLUE FLYING SINGING CANARY,1302.79,10.580394525512375,0.006897195076734601,B
85135C,1317.92,162,111,57,15.9,2.0,2.0,RED DRAGONFLY HELICOPTER,1302.02,1.2064465217919145,0.0068931185638590915,B
20738,1301.72,1610,74,46,0.0,0.0,0.0,GREEN MINI TAPE MEASURE,1301.72,0.0,0.006891530312089412,B
15034,1416.2600000000002,10153,255,123,116.06000000000002,1448.0,6.0,PAPER POCKET TRAVELING FAN,1300.2000000000003,8.19482298448025,0.006883483169789706,B
22893,1306.09,2721,182,70,8.82,21.0,5.0,MINI CAKE STAND T-LIGHT HOLDER,1297.27,0.6752980269353568,0.006867971244172504,B
21285,1362.6200000000001,1007,99,56,66.0,48.0,3.0,RETROSPOT CANDLE MEDIUM,1296.6200000000001,4.843610104064229,0.006864530032004866,B
21926,1325.27,1009,147,90,32.5,26.0,3.0,RED/CREAM STRIPE CUSHION COVER,1292.77,2.452330468508304,0.006844147467627316,B
21219,1303.27,1013,176,77,12.5,10.0,1.0,SET/4 BADGES BALLOON GIRL,1290.77,0.9591258910279528,0.006833559122496121,B
22267,1291.47,1472,117,91,3.75,3.0,1.0,EASTER DECORATION EGG BUNNY,1287.72,0.29036679133080906,0.0068174118961710495,B
84569D,1287.54,1023,179,82,1.25,1.0,1.0,PACK 6 HEART/ICE-CREAM PATCHES,1286.29,0.09708436242757507,0.006809841229402245,B
17091A,1285.8899999999999,2085,117,78,0.0,0.0,0.0,LAVENDER INCENSE IN TIN,1285.8899999999999,0.0,0.006807723560376006,B
84559A,1285.87,1378,270,107,0.0,0.0,0.0,3D SHEET OF DOG STICKERS,1285.87,0.0,0.0068076176769246936,B
85170D,1296.36,723,151,48,12.200000000000001,7.0,4.0,SET/6 PINK BIRD T-LIGHT CANDLES,1284.1599999999999,0.9410966089666453,0.0067985646418375215,B
46775E,1282.9,101,51,8,0.0,0.0,0.0,CANDY POP CHUNKY KNITTED THROW,1282.9,0.0,0.00679189398440487,B
85025C,1285.9099999999999,720,125,73,3.3,2.0,2.0,PINK HEART SHAPE PHOTO FRAME,1282.61,0.25662760224276976,0.006790358674360846,B
22543,1281.49,3247,118,72,0.0,0.0,0.0,MINI JIGSAW BAKE A CAKE,1281.49,0.0,0.006784429201087378,B
22214,1279.79,549,92,43,0.0,0.0,0.0,CANDLE PLATE LACE WHITE,1279.79,0.0,0.006775429107725862,B
22701,1320.5700000000002,675,158,65,43.0,16.0,5.0,PINK DOG BOWL,1277.5700000000002,3.2561696843029897,0.006763676044630237,B
21759,1274.47,30,13,11,0.0,0.0,0.0,METAL WALL SHELF UNIT WITH HOOKS,1274.47,0.0,0.006747264109676885,B
21880,1289.8300000000002,2483,329,123,15.600000000000001,24.0,2.0,RED RETROSPOT TAPE,1274.2300000000002,1.2094617120085593,0.006745993508261142,B
82613D,1281.86,1186,271,98,8.4,20.0,1.0,METAL SIGN CUPCAKE SINGLE HOOK,1273.4599999999998,0.6552977704273478,0.0067419169953856295,B
85231G,1291.09,1480,259,139,18.7,22.0,2.0,ORANGE SCENTED SET/9 T-LIGHTS,1272.3899999999999,1.4483885708974586,0.0067362522307404405,B
84609,1289.24,143,38,23,17.0,2.0,1.0,TALL ROCOCO CANDLE HOLDER,1272.24,1.3186063106946728,0.006735458104855602,B
72800B,1276.78,985,91,52,5.1,2.0,1.0,4 PURPLE FLOCK DINNER CANDLES,1271.68,0.3994423471545607,0.006732493368218868,B
16225,1271.66,1520,165,90,0.0,0.0,0.0,RATTLE SNAKE EGGS,1271.66,0.0,0.006732387484767556,B
21689,1268.12,342,60,49,0.0,0.0,0.0,SILVER VANILLA FLOWER CANDLE POT,1268.12,0.0,0.00671364611388534,B
22097,1281.75,2064,242,158,15.15,19.0,3.0,SWALLOW SQUARE TISSUE BOX,1266.6,1.181977764774722,0.006705598971585632,B
21248,1299.55,1043,158,106,33.160000000000004,76.0,3.0,DOOR HANGER MUM + DADS ROOM,1266.3899999999999,2.5516524950944564,0.006704487195346857,B
22929,1459.75,23,17,17,195.0,3.0,2.0,SCHOOL DESK AND CHAIR,1264.75,13.358451789690015,0.006695804752339278,B
20777,1262.7,3660,169,78,4.949999999999999,3.0,2.0,CHRYSANTHEMUM NOTEBOOK,1257.75,0.3920171062009978,0.006658745544380096,B
72818,1283.1299999999999,2394,127,82,25.92,36.0,1.0,CHRISTMAS DECOUPAGE CANDLE,1257.2099999999998,2.0200603212457042,0.006655886691194672,B
23462,1607.04,80,46,43,350.1,18.0,12.0,ROCOCO WALL MIRROR WHITE,1256.94,21.785394265232977,0.006654457264601963,B
77101A,1255.97,1082,88,55,0.0,0.0,0.0,UNION FLAG WINDSOCK,1255.97,0.0,0.006649321917213333,B
85163B,1268.6599999999999,115,66,26,12.75,1.0,1.0,BLACK BAROQUE WALL CLOCK,1255.9099999999999,1.0049973988302618,0.006649004266859396,B
22181,1291.3799999999999,1538,138,85,35.699999999999996,42.0,4.0,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1255.6799999999998,2.7644845049481948,0.006647786607169309,B
21063,1256.27,1456,238,143,3.4,4.0,1.0,PARTY INVITES JAZZ HEARTS,1252.87,0.2706424574335135,0.006632909982259981,B
22268,1271.29,2554,236,117,19.310000000000002,53.0,7.0,EASTER DECORATION SITTING BUNNY,1251.98,1.518929591202637,0.006628198168676599,B
22999,1252.59,2894,222,108,1.26,3.0,2.0,TRAVEL CARD WALLET VINTAGE LEAF,1251.33,0.10059157425813714,0.006624756956508961,B
35648,1270.93,1041,143,48,20.75,25.0,2.0,VINTAGE BEAD PINK PURSE,1250.18,1.63266269582117,0.006618668658058524,B
21549,1270.39,547,51,36,20.650000000000002,7.0,3.0,CERAMIC BIRDHOUSE RED ROOF SMALL,1249.74,1.6254850872566693,0.006616339222129662,B
22280,1248.74,877,158,79,0.0,0.0,0.0,POCKET BAG PINK PAISELY BROWN SPOT,1248.74,0.0,0.006611045049564063,B
22232,1318.99,1109,158,96,71.22,74.0,8.0,JIGSAW TOADSTOOLS 3 PIECE,1247.77,5.399586046899522,0.006605909702175434,B
22919,1255.44,1800,248,136,7.800000000000001,12.0,1.0,HERB MARKER MINT,1247.64,0.621296119288855,0.0066052214597419065,B
20765,1265.06,442,146,96,18.75,5.0,2.0,CHRYSANTHEMUM SKETCHBOOK,1246.31,1.4821431394558362,0.006598180210229661,B
21088,1816.73,16615,136,95,572.52,7140.0,2.0,SET/6 FRUIT SALAD PAPER CUPS,1244.21,31.51376374034667,0.006587062447841908,B
84989A,1243.99,2194,193,95,2.07,4.0,2.0,75 GREEN FAIRY CAKE CASES,1241.92,0.1664000514473589,0.00657493879266669,B
20866,1368.91,1280,191,76,127.2,120.0,1.0,BLUE ROSE FABRIC MIRROR,1241.71,9.292064489265181,0.0065738270164279146,B
23511,1252.01,571,98,83,10.4,5.0,1.0,EMBROIDERED RIBBON REEL EMILY,1241.61,0.8306642918187555,0.006573297599171354,B
22062,1248.15,761,126,68,7.930000000000001,7.0,2.0,CERAMIC BOWL WITH LOVE HEART DESIGN,1240.22,0.6353403036494012,0.006565938699305174,B
21145,1256.21,869,49,34,16.25,13.0,2.0,ANTIQUE GLASS PLACE SETTING,1239.96,1.2935735267192585,0.0065645622144381195,B
40003,1257.02,1150,60,34,17.099999999999998,18.0,7.0,WHITE BAMBOO RIBS LAMPSHADE,1239.92,1.3603602170212086,0.006564350447535496,B
